gene_name,gene_id,mean_normal_tissue,se_normal_tissue,mean_TCGA_BRCA_tumor,se_TCGA_BRCA_tumor
RPS29P29,ENSG00000233717.1,0.005417429,0.001750395,0.197595076,0.023898575
RP11-68I18.10,ENSG00000261168.1,0.533722222,0.016066461,0,0
SEMA6C,ENSG00000143434.15,13.18507843,0.235820561,7.696252936,0.198833374
TNFAIP8L2,ENSG00000163154.5,4.457908279,0.158464804,13.42938447,0.296844957
LYSMD1,ENSG00000163155.11,9.827729847,0.185657427,24.71508324,0.383858681
SCNM1,ENSG00000163156.11,15.75796732,0.194354588,35.7148535,0.533762187
TMOD4,ENSG00000163157.14,0.95997037,0.106706149,1.228744223,0.059391489
VPS72,ENSG00000163159.12,43.20845316,0.451709897,124.1735073,1.792274457
PIP5K1A,ENSG00000143398.19,31.2048366,0.460794427,65.98277273,0.92024055
PSMD4,ENSG00000159352.15,127.5861438,1.017390975,219.9471638,2.85705647
RP11-126K1.2,ENSG00000232671.5,0.732017429,0.023959102,0,0
ZNF687,ENSG00000143373.17,15.4155098,0.284871056,40.19185379,0.576764066
PI4KB,ENSG00000143393.16,58.44333333,0.78744577,78.13695369,0.959891915
RN7SL444P,ENSG00000265753.2,0.300757298,0.015446856,1.0144375,0.224775304
RP11-126K1.9,ENSG00000273481.1,0.101856427,0.007083108,0,0
RFX5,ENSG00000143390.17,19.92336166,0.250515636,47.88854877,0.731673525
RP11-126K1.6,ENSG00000237976.1,0.953471242,0.030566215,0,0
SELENBP1,ENSG00000143416.20,132.9215033,3.291833456,179.1452918,4.059996947
PSMB4,ENSG00000159377.10,338.0004357,2.981372897,432.7297414,6.282219057
POGZ,ENSG00000143442.21,47.3046841,0.957452422,52.38291373,0.77502441
RNY4P25,ENSG00000238711.1,0.066823747,0.010450824,1.795682008,0.258294026
CGN,ENSG00000143375.14,16.69525708,0.903760718,55.12820085,1.349641948
SNORA44,ENSG00000252840.1,0.414193028,0.036803934,0,0
TUFT1,ENSG00000143367.15,17.54356427,0.863544558,63.97132945,1.336880396
RP11-74C1.4,ENSG00000232536.1,0.354018519,0.031376061,0,0
MIR554,ENSG00000207606.1,0.096440741,0.019692032,2.632139678,0.836559978
RP11-74C1.2,ENSG00000223861.1,0.925953159,0.084974515,0,0
RP11-404E16.1,ENSG00000250734.2,0.142842048,0.011542793,0,0
SNX27,ENSG00000143376.12,16.00564706,0.249731465,18.11579432,0.273169131
RNU6-1062P,ENSG00000206635.1,0.021432898,0.00485147,0.389651705,0.112895569
RP11-98D18.1,ENSG00000227045.1,0.070910022,0.005484013,0,0
CELF3,ENSG00000159409.14,0.069733333,0.00541778,0.594696591,0.105948388
RIIAD1,ENSG00000178796.12,0.051585185,0.004085499,1.571604261,0.087578931
RNU6-662P,ENSG00000206980.1,0.00312963,0.002588697,0.060329356,0.012328104
RP11-98D18.15,ENSG00000269621.1,0.058751416,0.005711834,0,0
RP11-98D18.7,ENSG00000236940.1,0.008427451,0.002535419,0,0
MRPL9,ENSG00000143436.10,63.47980392,0.635151413,62.43392178,0.841436668
OAZ3,ENSG00000143450.16,1.180843355,0.037536495,1.881862784,0.040015281
RP11-98D18.16,ENSG00000268288.1,0.312913508,0.02136084,0,0
RP11-98D18.3,ENSG00000249602.1,1.483357298,0.051647949,0,0
TDRKH,ENSG00000182134.15,4.084503486,0.076435943,20.51765104,0.402564966
TDRKH-AS1,ENSG00000203288.3,1.305845316,0.039894683,2.409132008,0.046490441
RP11-98D18.17,ENSG00000269489.1,0.227561656,0.013169542,0,0
LINGO4,ENSG00000213171.2,0.371713725,0.022180707,1.402683523,0.089698013
RORC,ENSG00000143365.17,7.631342919,0.390362692,22.69730701,0.52521942
C2CD4D,ENSG00000225556.1,0.862267102,0.03755073,4.348980587,0.173211726
Y_RNA,ENSG00000201134.1,1.193363617,0.057604876,0.306436174,0.081552032
AL450992.2,ENSG00000234614.1,2.611879956,0.086654517,0.21867983,0.02870063
THEM5,ENSG00000196407.11,1.087999346,0.041390564,7.909546875,0.89112526
THEM4,ENSG00000159445.12,14.27570588,0.208357754,15.55027794,0.25691391
KRT8P28,ENSG00000223810.2,0.00674793,0.001063076,0.008176136,0.001169266
S100A10,ENSG00000197747.8,386.7854902,8.930875882,651.3994598,14.62256392
AL591893.1,ENSG00000229021.2,0.073726362,0.003318929,0.022654451,0.006023948
AL450992.6,ENSG00000240667.1,0,0,0,0
S100A11,ENSG00000163191.5,691.0891068,12.31501286,2834.966141,54.63724452
SPTLC1P4,ENSG00000232678.2,0.041043573,0.005261377,0.170192803,0.030119226
TCHHL1,ENSG00000182898.3,0.003465577,5.34E-04,0.163609659,0.088185432
TCHH,ENSG00000159450.12,0.289748802,0.015133078,0.422239489,0.039092155
AL589986.2,ENSG00000226716.1,0.007786057,0.002673756,0.162626894,0.033555154
PUDPP2,ENSG00000233792.3,0.006162309,0.001438776,0.007267045,0.000728082
RPTN,ENSG00000215853.3,0.012166013,0.001734084,0.074436837,0.019001662
FLG-AS1,ENSG00000237975.6,0.723138344,0.020954027,0.150299811,0.006417357
RP11-107M16.2,ENSG00000236427.1,0.126412418,0.008926781,0,0
HRNR,ENSG00000197915.5,0.201569063,0.00685456,0.080552083,0.00806592
FLG,ENSG00000143631.10,0.392845752,0.013372368,0.198491288,0.063495881
FLG2,ENSG00000143520.6,0.236164706,0.018540947,0.133365436,0.106241099
HMGN3P1,ENSG00000183586.8,0.050239651,0.006581799,0.447552746,0.020692325
CRNN,ENSG00000143536.7,1.314882135,0.193102939,0.388125473,0.244067073
LCE5A,ENSG00000186207.4,0.064071024,0.0050134,0.168657955,0.125331762
CRCT1,ENSG00000169509.5,0.803945752,0.237220839,0.703484848,0.466737347
LCE3E,ENSG00000185966.3,0.022869717,0.006220425,0.039730208,0.016842795
LCE3D,ENSG00000163202.4,0.171126362,0.068023862,0.07746108,0.026337224
LCE3C,ENSG00000244057.4,0.003004575,9.50E-04,0.001299811,0.00055054
LCE3B,ENSG00000187238.5,0.002803922,0.001002291,0.0003375,0.000284191
LCE3A,ENSG00000185962.1,0.206933551,0.057169693,0.24071733,0.036299259
RP1-52J10.9,ENSG00000226947.1,0.002594989,9.54E-04,0,0
LINC00302,ENSG00000176075.7,0.013470588,0.002499996,0,0
LCE2D,ENSG00000187223.3,0.047507407,0.006239458,0.224247633,0.211673191
LCE2C,ENSG00000187180.3,0.080048584,0.011546789,0.323229356,0.304194598
LCE2B,ENSG00000159455.8,0.195098693,0.019894485,0.571208996,0.536155793
LCE2A,ENSG00000187173.3,0.048201961,0.005387337,0.118686269,0.081087556
LCE4A,ENSG00000187170.4,0.004971678,0.00141118,0.007944697,0.004396098
C1orf68,ENSG00000198854.5,0.205814379,0.020246911,0.382253314,0.336128827
RP1-43O17.1,ENSG00000229713.1,5.86E-04,3.59E-04,0,0
RP1-43O17.2,ENSG00000233819.1,0.001981046,7.84E-04,0,0
KPRP,ENSG00000203786.6,0.15939695,0.024154665,0.209627083,0.176744344
LCE1F,ENSG00000240386.3,0.042501089,0.005181972,0.531243087,0.472050886
LCE1E,ENSG00000186226.8,0.009183442,0.001371338,0.03981875,0.032808825
LCE1D,ENSG00000172155.9,0.036262309,0.005416019,0.204312405,0.182568911
LCE1C,ENSG00000197084.5,0.200392157,0.021662783,1.112174811,0.987247711
LCE1B,ENSG00000196734.8,0.086866885,0.010467467,0.359122064,0.324768778
LCE1A,ENSG00000186844.5,0.107478867,0.011838401,0.607175189,0.532782218
LCE6A,ENSG00000235942.2,0.048012854,0.006033838,0.225221402,0.20824779
SMCP,ENSG00000163206.5,0.997351634,0.373841793,0.015357576,0.005274673
IVL,ENSG00000163207.6,0.207887582,0.018778166,1.733132292,0.288687409
LINC01527,ENSG00000224308.1,0.001557952,3.13E-04,0.007347443,0.004041988
RP1-20N18.10,ENSG00000283227.1,0.025128105,0.002866756,0,0
SPRR4,ENSG00000184148.3,0.054570806,0.005809517,0.059530398,0.018334925
SPRR1A,ENSG00000169474.4,1.050787146,0.131409826,5.83403125,1.227126818
SPRR3,ENSG00000163209.14,3.366706972,0.621647858,4.011172538,1.431054812
SNORA31,ENSG00000252920.1,0.00112854,8.09E-04,1.030875663,0.036371574
RP1-20N18.4,ENSG00000234262.1,0.018379739,0.003252473,0,0
SPRR1B,ENSG00000169469.8,1.092010458,0.307381919,5.90733911,1.65134046
SPRR2D,ENSG00000163216.6,0.477103268,0.19155718,1.352223864,0.57100293
SPRR2A,ENSG00000241794.1,1.093373203,0.343158811,3.268368371,1.710975556
SPRR2B,ENSG00000196805.7,0.054659913,0.013230924,0.120038826,0.060827126
SPRR2E,ENSG00000203785.8,0.903115251,0.266254608,1.695441004,0.898024892
SPRR2F,ENSG00000244094.1,0.299156427,0.036824157,0.128374242,0.025874851
SPRR2C,ENSG00000229035.2,0.141433333,0.080846699,0.105118655,0.031763575
SPRR2G,ENSG00000159516.8,0.2859,0.035178546,0.152353693,0.042091318
RP1-140J1.1,ENSG00000229699.1,0.005844009,0.001401261,0,0
LELP1,ENSG00000203784.2,1.048913072,0.358334614,0.00425767,0.001737619
PRR9,ENSG00000203783.4,0.029046841,0.003518997,0.033651799,0.005510895
RP1-140J1.4,ENSG00000230779.1,0.012000436,0.001464433,0,0
LOR,ENSG00000203782.5,0.823580174,0.07172431,0,0
PGLYRP3,ENSG00000159527.3,0.051372331,0.006210004,0.471205114,0.156734487
PGLYRP4,ENSG00000163218.14,0.040790632,0.005619189,0.752658523,0.098085773
RNU6-160P,ENSG00000207321.1,0.002297603,0.00134464,0.034814583,0.006782112
S100A9,ENSG00000163220.10,245.3897691,15.1804511,983.0352467,125.6080133
S100A12,ENSG00000163221.8,7.893234423,0.73445499,1.003568466,0.131327865
LAPTM4BP1,ENSG00000237008.2,0.009734858,0.001188567,0.033124811,0.002979135
S100A8,ENSG00000143546.9,45.3455268,2.870357943,234.0215796,45.7044542
AL591704.7,ENSG00000224784.2,0.010830937,0.002795831,0,0
S100A7A,ENSG00000184330.11,0.010137908,0.00232206,6.443434659,1.470418937
AL591704.9,ENSG00000203781.4,0.008346187,0.001825087,0,0
S100A7L2,ENSG00000197364.6,0.004407407,0.001163011,0.010373011,0.004487311
S100A7,ENSG00000143556.8,0.916836601,0.158324749,405.2774356,62.80167222
RN7SL44P,ENSG00000263841.2,0.053429194,0.005343468,0.275006629,0.10086025
BX470102.3,ENSG00000238279.1,4.399569717,0.173371758,0,0
S100A6,ENSG00000197956.9,1502.322004,28.56158863,1402.606599,51.52029674
S100A5,ENSG00000196420.7,0.396630937,0.021364087,0.797479545,0.035751295
S100A4,ENSG00000196154.11,479.4214597,16.08153433,296.0513845,11.0148063
S100A3,ENSG00000188015.9,5.897148802,0.248774605,3.564526799,0.144231577
S100A2,ENSG00000196754.10,4.107889107,0.282663647,48.21909735,13.60470985
S100A16,ENSG00000188643.10,168.0203922,2.84484588,498.5628027,11.38430009
S100A14,ENSG00000189334.8,25.49368976,1.525662956,624.4809192,19.0865102
S100A13,ENSG00000189171.14,112.4796296,1.53212851,29.02502623,0.753895928
S100A1,ENSG00000160678.11,3.850081917,0.150244377,2.455415152,0.132406907
RP1-178F15.4,ENSG00000272030.1,6.101952941,0.124197083,0,0
CHTOP,ENSG00000160679.12,40.7851634,0.570454913,61.41333447,0.634558912
SNAPIN,ENSG00000143553.10,44.48106754,0.426268815,95.05566818,1.101859129
ILF2,ENSG00000143621.16,121.218976,1.499717395,451.070856,6.996866389
NPR1,ENSG00000169418.9,92.94884096,2.52753691,7.337677557,0.216249804
MIR8083,ENSG00000274940.1,1.056744662,0.051142391,0.061407386,0.007775025
RN7SL372P,ENSG00000242565.3,0.018318954,0.003017146,0.031763447,0.015052589
GEMIN2P1,ENSG00000235015.1,0.006528105,0.001188829,0.008536269,0.002105098
Y_RNA,ENSG00000199565.1,0,0,0.306436174,0.081552032
INTS3,ENSG00000143624.13,62.99908061,1.098471934,44.11914489,0.610428118
RP11-216N14.8,ENSG00000243613.1,0.018447059,0.003909906,0,0
RP11-216N14.9,ENSG00000233222.2,0.698469499,0.032701745,0,0
SLC27A3,ENSG00000143554.13,53.45328976,0.82281073,19.69591629,0.403021809
Y_RNA,ENSG00000207039.1,0.010303922,0.002872368,0.306436174,0.081552032
GATAD2B,ENSG00000143614.9,17.63339216,0.314676268,29.45966922,0.415540366
RP11-216N14.5,ENSG00000231827.3,0.097640959,0.003186589,0,0
RP11-216N14.7,ENSG00000223599.1,0.213568192,0.008253576,0,0
RP11-759F5.1,ENSG00000236327.2,0.028015251,0.00515836,0,0
DENND4B,ENSG00000198837.9,40.41429194,0.476047947,22.74830407,0.292173789
CRTC2,ENSG00000160741.16,58.51943355,0.740407146,63.47312964,0.75183146
SLC39A1,ENSG00000143570.17,81.70248366,1.064292891,1.274511174,0.028671334
MIR6737,ENSG00000276584.1,0.008221351,0.00343062,0.037778125,0.005986411
RP11-422P24.12,ENSG00000282386.1,1.375994336,0.032691424,0,0
RP11-422P24.10,ENSG00000273026.1,1.363645098,0.038923469,0,0
CREB3L4,ENSG00000143578.15,32.93797168,1.529387217,155.808363,3.580881944
JTB,ENSG00000143543.14,175.5481481,2.106777859,33.56752557,0.548108424
RP11-422P24.11,ENSG00000272654.1,2.794907843,0.052004216,0,0
RAB13,ENSG00000143545.8,92.54873638,1.201999186,24.74888182,0.435257701
RPS27,ENSG00000177954.11,2067.73878,38.03076199,2336.580526,33.01765348
NUP210L,ENSG00000143552.9,0.164035948,0.015110254,0.188529072,0.015360176
RP11-422P24.9,ENSG00000231416.1,0.211088235,0.010298726,0,0
RNU6-179P,ENSG00000200220.1,0.015925054,0.00416799,0.074956534,0.011015005
RPS7P2,ENSG00000231837.2,0.01781634,0.002851408,0.015884659,0.003263757
MIR5698,ENSG00000263987.1,0.005166885,0.002322311,0.064606913,0.012688581
TPM3,ENSG00000143549.19,70.62224401,0.993139442,126.2446241,1.493132448
RN7SL431P,ENSG00000264384.2,0.800211983,0.040594724,0,0
MIR190B,ENSG00000215938.3,0.001154248,0.001154248,0.08800928,0.030415773
C1orf189,ENSG00000163263.6,0.273603268,0.018482625,1.947146496,0.201368607
C1orf43,ENSG00000143612.19,126.8696514,1.083257448,445.7796157,5.389977896
UBAP2L,ENSG00000143569.18,49.94311547,0.579423469,119.8700042,1.42213487
SNORA58,ENSG00000201129.1,0,0,0.794058428,0.106541174
HAX1,ENSG00000143575.14,97.96555556,1.031664614,168.8342462,1.850192597
SNORD59,ENSG00000252682.1,0.004400871,0.002662855,0,0
RNU6-239P,ENSG00000212292.1,0.001928758,0.001121125,0.012146212,0.006193704
RNU6-121P,ENSG00000222457.1,0.001469717,0.001101193,0.017183617,0.010521731
RP11-137P24.5,ENSG00000278694.1,0.001777124,0.001075672,0,0
AQP10,ENSG00000143595.12,0.049875381,0.003092554,0.053831345,0.003171528
ATP8B2,ENSG00000143515.16,25.00027233,0.511295948,21.7659268,0.517449776
RNU7-57P,ENSG00000238365.3,0.005000871,0.002974921,1.618080019,0.159112771
RP11-350G8.4,ENSG00000237920.2,0.004434641,0.001072194,0,0
RPSAP17,ENSG00000226855.1,0.213822222,0.008522877,0.460083428,0.011345894
RP11-350G8.5,ENSG00000228013.1,0.312660131,0.011784251,0,0
IL6R,ENSG00000160712.12,12.09431155,0.226117908,9.897272348,0.257791412
PSMD8P1,ENSG00000228264.1,0.122851634,0.00848565,0.116483333,0.010296639
SHE,ENSG00000169291.9,17.32671242,0.318925651,3.210192614,0.083525043
TDRD10,ENSG00000163239.12,11.6353878,0.229483493,1.071219034,0.044898004
UBE2Q1,ENSG00000160714.9,41.44782135,0.352355167,89.27965133,0.99588969
UBE2Q1-AS1,ENSG00000229780.1,0.196811329,0.009760159,1.14077661,0.038106457
CHRNB2,ENSG00000160716.5,0.369544444,0.021317448,1.99175928,0.244341955
ADAR,ENSG00000160710.15,87.03980392,1.161592582,241.4479902,3.897255614
KCNN3,ENSG00000143603.18,0.961153813,0.035558168,1.527575663,0.031019517
PMVK,ENSG00000163344.5,55.80533769,0.814685998,243.8228968,4.223491106
RP11-307C12.13,ENSG00000270361.1,0.125605447,0.007522758,0,0
PBXIP1,ENSG00000163346.16,79.15930283,1.240428056,150.5742132,2.427609349
Metazoa_SRP,ENSG00000268154.2,0.305678649,0.017785117,0.879588636,0.03444896
PYGO2,ENSG00000163348.3,31.21695643,0.449859447,104.6544805,1.310840814
RP11-307C12.12,ENSG00000271380.1,2.85834183,0.062263329,0,0
SHC1,ENSG00000160691.18,132.3516558,2.023049715,92.3173589,1.210166325
CKS1B,ENSG00000173207.12,17.73777996,0.231238747,51.85291345,1.088703296
MIR4258,ENSG00000264349.1,0.301693464,0.021021919,2.554093182,0.080147475
FLAD1,ENSG00000160688.18,19.53708279,0.218747979,59.56647623,0.898352913
LENEP,ENSG00000163352.5,0.156579956,0.00983893,0.584928314,0.03480179
ZBTB7B,ENSG00000160685.13,48.04305447,0.976422778,103.7469836,1.748134698
DCST2,ENSG00000163354.14,7.886932462,0.280732621,2.808625947,0.093715245
DCST1,ENSG00000163357.10,1.290996732,0.05070939,1.089717614,0.031229966
DCST1-AS1,ENSG00000232093.1,4.160013725,0.137768646,10.48098788,0.232431127
ADAM15,ENSG00000143537.13,122.285817,1.774678388,139.6854647,2.473942965
EFNA4,ENSG00000243364.7,14.90773486,0.536802856,62.39835208,1.264372554
EFNA3,ENSG00000143590.13,6.032798475,0.2376597,22.56337718,0.750571577
Y_RNA,ENSG00000202027.1,0.002255338,0.001752869,0.306436174,0.081552032
EFNA1,ENSG00000169242.11,96.02732026,2.332531002,233.31464,4.291828102
SLC50A1,ENSG00000169241.17,35.64522876,0.486149809,158.6883285,2.898988743
DPM3,ENSG00000179085.7,59.77703704,1.013875769,122.8953877,2.601300021
HMGN2P18,ENSG00000223452.3,0.025357734,0.003596041,0.175740814,0.008473624
KRTCAP2,ENSG00000163463.11,43.71638344,0.455498045,3.251913068,0.064570402
TRIM46,ENSG00000163462.17,1.397065142,0.05497338,4.986855398,0.154654163
MUC1,ENSG00000185499.16,47.05046623,3.06553259,397.8475712,12.5097911
RP11-263K19.4,ENSG00000231064.7,4.208544009,0.109229503,0,0
THBS3,ENSG00000169231.13,38.09663617,0.84243533,21.77007973,0.554697962
MTX1,ENSG00000173171.14,16.75863181,0.18468598,22.65039801,0.283600222
RP11-263K19.6,ENSG00000236263.1,5.244589107,0.108215517,0,0
GBAP1,ENSG00000160766.14,3.222546187,0.096405342,4.10772339,0.106723703
MTX1P1,ENSG00000236675.1,0.802839651,0.021002725,15.87264725,0.369978553
GBA,ENSG00000177628.15,18.21337691,0.298704177,73.21936581,1.226873228
FAM189B,ENSG00000160767.20,21.90714161,0.280958915,42.00512888,0.750045557
SCAMP3,ENSG00000116521.10,53.01895425,0.484306534,163.9994187,2.207896515
CLK2,ENSG00000176444.18,52.78413943,0.800037707,49.39296042,0.666964675
HCN3,ENSG00000143630.9,4.984756427,0.131005167,4.636434754,0.15097391
PKLR,ENSG00000143627.17,0.060152288,0.003321487,0.061365436,0.0059966
FDPS,ENSG00000160752.14,68.58732026,0.972789351,37.61568788,0.636223122
RUSC1-AS1,ENSG00000225855.6,11.81673203,0.214552314,4.331883902,0.115779747
RUSC1,ENSG00000160753.15,26.18644444,0.412934491,47.23729129,0.753341984
ASH1L,ENSG00000116539.12,22.36199564,0.340752913,40.09796127,0.801885235
MIR555,ENSG00000283701.1,0.003078431,0.003078431,0.191417519,0.022455753
RNU6-106P,ENSG00000207134.1,0.026674728,0.005411845,0.26716089,0.053090772
ASH1L-IT1,ENSG00000227773.1,0.102577124,0.008137316,0.407921591,0.085939798
RNU6-1297P,ENSG00000207144.1,0.018198693,0.004692265,0.304153598,0.061251416
POU5F1P4,ENSG00000237872.4,0.096311547,0.006692387,0.202602746,0.041349162
ASH1L-AS1,ENSG00000235919.4,4.984053595,0.114195991,5.165807008,0.094365126
RP11-29H23.7,ENSG00000271267.1,1.343297168,0.051705078,0,0
DAP3P1,ENSG00000225082.2,0.177430501,0.013165239,0.618544602,0.040909098
RP11-29H23.6,ENSG00000223503.1,0.160084749,0.008711253,0,0
RP11-29H23.4,ENSG00000232519.2,0.133375163,0.010998068,0,0
MSTO1,ENSG00000125459.14,12.7832963,0.167284688,11.67445265,0.161278468
RP11-29H23.5,ENSG00000246203.2,1.066845534,0.059851655,0,0
YY1AP1,ENSG00000163374.19,40.11374728,0.549428679,44.65180994,0.57669824
DAP3,ENSG00000132676.15,43.03614379,0.372983916,129.8505434,1.514168313
RP11-243J18.2,ENSG00000227673.1,0.017856427,0.00387175,0,0
MSTO2P,ENSG00000203761.5,8.444649237,0.202169903,7.115335038,0.140125607
GON4L,ENSG00000116580.18,16.40807407,0.24125429,20.50501042,0.30114614
RP11-101O6.2,ENSG00000234937.1,0.235683007,0.010872204,0,0
SYT11,ENSG00000132718.8,10.29204357,0.217233539,12.19423561,0.246830872
U4,ENSG00000283442.1,0.033088453,0.006033867,0.267247633,0.086068828
RIT1,ENSG00000143622.10,20.13194336,0.278469283,37.91690407,0.501151409
KIAA0907,ENSG00000132680.10,44.41542484,0.950181295,0,0
SNORA80E,ENSG00000207475.1,0.310302832,0.021040237,2.914555966,0.528521821
RXFP4,ENSG00000173080.5,0.123841394,0.007652759,0.158754261,0.016382654
ARHGEF2,ENSG00000116584.17,37.81228758,0.46199378,48.19659896,0.855895252
MIR6738,ENSG00000277817.1,0.008125708,0.00349439,0.211999242,0.021952923
RP11-336K24.12,ENSG00000273002.1,1.182989978,0.031168131,0,0
RP11-336K24.5,ENSG00000224276.1,0.246550763,0.015184305,0,0
SSR2,ENSG00000163479.13,197.204793,2.758579394,136.8172718,1.774895489
UBQLN4,ENSG00000160803.7,33.1103268,0.474184271,80.44363731,1.196476886
LAMTOR2,ENSG00000116586.11,39.56812636,0.578200254,159.9957585,2.509756934
RAB25,ENSG00000132698.14,26.20848061,1.315516757,264.4214166,3.833972259
MEX3A,ENSG00000254726.2,1.659673203,0.095847889,29.33144867,1.063801335
LMNA,ENSG00000160789.19,202.0118519,4.62046397,200.420412,3.438556384
SEMA4A,ENSG00000196189.12,9.925395207,0.345611742,23.67140284,0.425569757
SNORA26,ENSG00000252236.1,0.022441394,0.004100714,0,0
SLC25A44,ENSG00000160785.13,11.00589542,0.145860956,29.9942911,0.340432565
PMF1,ENSG00000160783.19,54.2279085,0.717820597,26.35352775,0.399679067
BGLAP,ENSG00000242252.1,7.541540305,0.17095201,0.717480019,0.025205648
PAQR6,ENSG00000160781.15,5.926010675,0.233186015,10.30548655,0.411673579
SMG5,ENSG00000198952.8,51.88518519,0.705206728,100.9553535,1.473570697
TMEM79,ENSG00000163472.18,8.589065577,0.26461854,29.45261979,0.728014248
GLMP,ENSG00000198715.11,22.73343355,0.363059594,41.09846098,0.604291669
VHLL,ENSG00000189030.9,0.04102854,0.00824957,0.062665057,0.008393492
CCT3,ENSG00000163468.14,99.58910675,1.312290443,429.2603181,5.437281545
TSACC,ENSG00000163467.11,0.982067102,0.220565497,2.734843277,0.069837363
RHBG,ENSG00000132677.12,0.138646623,0.013907742,1.447878977,0.083807352
RP11-139I14.2,ENSG00000237390.1,0.015639869,8.29E-04,0,0
C1orf61,ENSG00000125462.16,0.140840741,0.012662293,0,0
MIR9-1,ENSG00000207933.3,0.003417647,0.002540486,0.003038258,0.001375571
RP11-98G7.1,ENSG00000236947.5,0.26578976,0.016461193,0,0
MEF2D,ENSG00000116604.17,47.12610022,0.686668864,58.00796648,0.830955165
Y_RNA,ENSG00000206651.1,0.203310675,0.018250545,0.306436174,0.081552032
RP11-284F21.8,ENSG00000260460.1,0.033369935,0.002656557,0,0
IQGAP3,ENSG00000183856.10,0.813802614,0.0953585,22.56367623,0.606480819
TTC24,ENSG00000187862.11,0.115126797,0.00761214,0.327716288,0.024676317
NAXE,ENSG00000163382.11,51.24187364,0.727927945,238.8184632,3.44841792
GPATCH4,ENSG00000160818.16,34.68183007,0.701269637,38.71214981,0.570074737
RP11-284F21.11,ENSG00000272971.1,0.643642919,0.031836609,0,0
HAPLN2,ENSG00000132702.12,1.659624183,0.065318128,0.290364489,0.026418905
RP11-284F21.9,ENSG00000272068.1,0.70015098,0.03712989,0,0
BCAN,ENSG00000132692.18,0.53625512,0.027055196,1.956678314,0.233199082
RP11-284F21.10,ENSG00000272405.1,1.047552505,0.046388353,0,0
RP11-284F21.7,ENSG00000229953.1,1.07147451,0.041226313,0,0
NES,ENSG00000132688.10,56.75619826,1.34299518,56.31264148,2.779815587
RP11-66D17.3,ENSG00000237588.2,0.03185098,0.002350209,0,0
CRABP2,ENSG00000143320.8,106.4552819,6.054601475,1839.395982,57.05264799
RP11-66D17.5,ENSG00000223356.1,1.719322876,0.055825307,0,0
ISG20L2,ENSG00000143319.16,14.18578867,0.196979057,55.51487367,0.668188019
RRNAD1,ENSG00000143303.11,30.70723312,0.570730156,47.07178134,0.730163617
MRPL24,ENSG00000143314.12,54.33281046,0.667131169,190.5302377,3.02626838
HDGF,ENSG00000143321.18,112.665512,1.578289396,434.4441347,6.2719453
PRCC,ENSG00000143294.14,52.70969499,0.508185348,83.99309337,0.953360597
SH2D2A,ENSG00000027869.11,2.490601307,0.120649643,6.495636742,0.219654433
NTRK1,ENSG00000198400.11,1.258537473,0.083163617,0.616827462,0.081350839
INSRR,ENSG00000027644.4,0.683208061,0.047245191,0.370075947,0.052497615
PEAR1,ENSG00000187800.13,46.38893028,0.768391565,5.074176231,0.130556625
LRRC71,ENSG00000160838.13,0.506361002,0.021672321,0.486996212,0.06817942
ARHGEF11,ENSG00000132694.18,20.16036166,0.247721081,38.6135535,0.563252377
MIR765,ENSG00000211581.1,0.806248802,0.035982477,1.258843466,0.058036743
RN7SL612P,ENSG00000266160.2,0.023423529,0.003773221,0.13652642,0.028876462
RP11-110J1.2,ENSG00000237842.2,0.091143791,0.003893373,0,0
KRT8P45,ENSG00000224520.2,0.563933769,0.03674789,3.87333447,0.139621733
ETV3L,ENSG00000253831.1,0.563908279,0.067927635,0.530851326,0.068223089
ETV3,ENSG00000117036.11,11.43628105,0.139331289,35.25459669,0.568201921
CYCSP52,ENSG00000235700.1,0.143219172,0.010225417,0.62733589,0.05420118
RP11-71G12.1,ENSG00000229961.2,0.015676688,0.001415271,0,0
RP11-71G12.2,ENSG00000284592.1,8.48E-04,3.89E-04,0,0
RP11-85G21.1,ENSG00000228239.1,0.00239281,8.10E-04,0,0
RP11-85G21.3,ENSG00000271736.1,0.037051198,0.004333389,0,0
RP11-85G21.2,ENSG00000237189.1,0.005253159,0.001753719,0,0
FCRL5,ENSG00000143297.18,0.512676035,0.052131781,1.284428883,0.07956138
FCRL4,ENSG00000163518.10,0.005418083,9.48E-04,0.158659659,0.009511595
RP4-801G22.2,ENSG00000236731.1,0.001239434,4.92E-04,0,0
RP4-801G22.3,ENSG00000233712.1,0.001068192,4.67E-04,0,0
FCRL3,ENSG00000160856.20,0.17814183,0.009785981,1.444075663,0.106252779
RP11-367J7.3,ENSG00000227217.1,0.022054031,0.003529851,0,0
RP11-367J7.4,ENSG00000231700.3,0.029668192,0.003310951,0,0
VDAC1P9,ENSG00000232366.1,0.001314161,4.17E-04,0.009284375,0.003868105
FCRL2,ENSG00000132704.15,0.294681699,0.030728506,0.700052841,0.083309813
FCRL1,ENSG00000163534.14,0.154445752,0.014520879,1.042344602,0.205824221
CD5L,ENSG00000073754.5,0.060662309,0.0137216,0.068209659,0.024678946
MRPS21P2,ENSG00000227425.1,0.005810675,0.00177271,0.041553883,0.00687241
RP11-451O13.1,ENSG00000236957.7,0.00223268,4.82E-04,0,0
KIRREL,ENSG00000183853.17,30.26388017,0.451108549,0,0
KIRREL-IT1,ENSG00000226520.1,0.201553813,0.012293913,0,0
