gene_name,gene_id,mean_normal_tissue,se_normal_tissue,mean_TCGA_BRCA_tumor,se_TCGA_BRCA_tumor
LINC01704,ENSG00000231666.6,0.519197821,0.027843477,0.117979167,0.00374316
ELL2P1,ENSG00000227295.2,0.098413725,0.004122718,0.194788163,0.01204034
CD1D,ENSG00000158473.6,4.152251198,0.127661868,1.745226515,0.050155007
RP11-404O13.4,ENSG00000229914.1,0.139970806,0.00906582,0,0
RP11-404O13.5,ENSG00000176320.2,0.061364488,0.003939844,0,0
CD1A,ENSG00000158477.6,0.063139216,0.007246875,3.723153409,0.374989108
HMGN1P5,ENSG00000230942.1,0.00365098,0.001383887,0.035658617,0.005225989
CD1C,ENSG00000158481.12,1.435177342,0.076542464,3.696321591,0.167643845
CD1B,ENSG00000158485.10,0.13050305,0.008839132,1.375587405,0.104254635
CD1E,ENSG00000158488.15,0.322820915,0.024052574,3.921752273,0.182911584
OR10T2,ENSG00000186306.1,0.0014878,6.75E-04,0.011675189,0.006237347
OR10K2,ENSG00000180708.4,0.002617647,8.08E-04,0.004075,0.002271478
OR10T1P,ENSG00000203758.4,0.00183268,8.20E-04,0.005956061,0.003572015
EI24P2,ENSG00000236257.1,0.143263617,0.007933581,0.105610322,0.005206936
OR10K1,ENSG00000173285.3,0.001906754,5.43E-04,0.006888258,0.002909534
RP11-144L1.4,ENSG00000236656.1,0.002483007,5.06E-04,0,0
OR10R2,ENSG00000198965.3,0,0,0.005945833,0.005289754
OR10R3P,ENSG00000198703.2,0.001530501,4.73E-04,0.004262027,0.002076752
OR10R1P,ENSG00000227445.1,0.002326797,8.28E-04,0.004015152,0.002212041
RP11-144L1.8,ENSG00000231434.1,0.047655773,0.002334344,0,0
OR6Y1,ENSG00000197532.1,0.001766885,5.20E-04,0.004460038,0.002166206
OR6P1,ENSG00000186440.1,9.41E-04,3.13E-04,0.00413428,0.002797757
OR10X1,ENSG00000279111.2,0.002574728,7.99E-04,0.002839583,0.001533654
OR10Z1,ENSG00000198967.3,0.002259477,6.88E-04,0.004830303,0.001948392
SPTA1,ENSG00000163554.12,0.335763617,0.029084924,0.110253977,0.005342113
OR6K1P,ENSG00000231237.1,2.40E-04,1.39E-04,0.003258996,0.001140508
OR6K2,ENSG00000196171.3,0.00175512,7.53E-04,0.006592898,0.00305393
OR6K3,ENSG00000203757.1,0.006077778,0.001185257,0.049802841,0.010874595
OR6K4P,ENSG00000180437.5,0.003554466,9.60E-04,0.017298295,0.005950199
OR6K5P,ENSG00000226949.1,3.39E-04,1.73E-04,0.00890928,0.003422368
OR6K6,ENSG00000180433.4,0.001080828,4.03E-04,0.006007386,0.002479909
OR6N1,ENSG00000197403.3,0.003457952,8.16E-04,0.011446117,0.002271073
OR6N2,ENSG00000188340.1,0.001486492,4.36E-04,0.004375,0.002434869
OR2AQ1P,ENSG00000229724.1,0.001258824,7.52E-04,0.006837689,0.003211639
OR10AA1P,ENSG00000180409.3,8.25E-04,3.03E-04,0.003545928,0.000805478
MNDA,ENSG00000163563.7,5.86845512,0.27474358,21.13621307,0.515903779
PYHIN5P,ENSG00000229849.1,0.001337473,4.06E-04,0.021693371,0.015416188
PYHIN1,ENSG00000163564.14,1.503484096,0.061502489,2.426083617,0.112086757
IFI16,ENSG00000163565.18,99.89206972,1.884038614,59.69491695,1.461195252
AIM2,ENSG00000163568.14,0.804118301,0.026851322,4.353108902,0.257265278
RAD1P2,ENSG00000233473.2,0.474420044,0.023656597,0.14850786,0.009730939
CADM3,ENSG00000162706.12,14.30897843,0.436087767,1.78043608,0.147140683
RNA5SP60,ENSG00000222552.1,0.013509586,0.004269171,0.025470644,0.010579715
CADM3-AS1,ENSG00000225670.4,9.199527015,0.293211075,0.421707197,0.021944239
ACKR1,ENSG00000213088.9,336.6344009,11.66492411,42.16639867,2.042380667
MPTX1,ENSG00000215846.6,0.059851852,0.005908921,0.04826108,0.030440347
OR10J2P,ENSG00000248642.1,0.00434902,9.26E-04,0.009892519,0.003789874
FCER1A,ENSG00000179639.10,3.636476906,0.21831597,9.798583049,0.432454329
OR10J3,ENSG00000196266.4,0.002864488,6.29E-04,0.00685,0.002485312
RP11-550P17.5,ENSG00000228560.1,0.012103268,0.00143855,0,0
OR10J7P,ENSG00000248442.2,0.002366013,4.97E-04,0.004281818,0.002415736
OR10J8P,ENSG00000251686.1,0.001478867,4.07E-04,0.00440464,0.002171828
OR10J9P,ENSG00000249197.1,0.001991721,4.78E-04,0.003282576,0.001689038
OR10J4,ENSG00000249730.1,0.002807625,5.16E-04,0.004921307,0.002411656
OR10J1,ENSG00000196184.8,0.013135512,0.005297892,0.015735038,0.011601967
RP11-180D21.3,ENSG00000224943.1,0.001558388,4.11E-04,0,0
OR10J5,ENSG00000184155.8,0.00272549,7.23E-04,0.003766098,0.001950482
RP11-740C1.2,ENSG00000231100.1,0.002937037,7.73E-04,0,0
OR10AE1P,ENSG00000271890.1,0.002053813,4.50E-04,0.004883617,0.003548688
APCS,ENSG00000132703.3,0.242906972,0.118989288,0.020622064,0.006000651
OR10J6P,ENSG00000158731.2,0.007541394,0.002905616,0.002496117,0.000874005
RP11-419N10.6,ENSG00000276632.1,0.001482135,6.64E-04,0,0
CRPP1,ENSG00000223603.1,0.009380174,0.001633656,0.003259659,0.001426257
CRP,ENSG00000132693.12,1.422421133,0.454455256,0.063376231,0.005575952
RP11-419N10.5,ENSG00000235226.1,0.014604575,0.002520256,0,0
DUSP23,ENSG00000158716.8,136.9195425,3.516663203,164.7868836,3.030722832
FCRL6,ENSG00000181036.13,1.49057037,0.054077762,1.728565814,0.066129368
SLAMF8,ENSG00000158714.10,4.572576253,0.239989203,4.753690436,0.16027992
C1orf204,ENSG00000188004.9,3.889506754,0.106073991,0,0
SNORD64,ENSG00000212161.1,0,0,0,0
VSIG8,ENSG00000243284.1,0.665486275,0.022704185,0.032369413,0.002327451
RP11-190A12.8,ENSG00000272668.1,8.28935207,0.364679382,0,0
CFAP45,ENSG00000213085.9,2.849018519,0.109545049,7.499292519,0.321886836
MIR4259,ENSG00000266458.1,0.007117211,0.002624651,0.049139489,0.008200053
RP11-190A12.9,ENSG00000279430.1,0.803635294,0.036017963,0,0
TAGLN2,ENSG00000158710.14,413.5326797,6.77410699,1221.684371,20.67138267
IGSF9,ENSG00000085552.16,4.957315904,0.270126158,31.92588116,0.731974249
SLAMF9,ENSG00000162723.9,0.537610022,0.075306476,1.696055208,0.071463168
LINC01133,ENSG00000224259.6,1.458559477,0.096028819,2.468132197,0.241755396
RP11-48O20.5,ENSG00000273933.1,0.023278649,0.003442587,0,0
KCNJ10,ENSG00000177807.8,0.176897821,0.009095373,0.768319413,0.045625481
RP11-226L15.1,ENSG00000237409.2,0.139993464,0.008051103,0,0
RP11-226L15.5,ENSG00000260766.1,7.281485839,0.13384897,0,0
PIGM,ENSG00000143315.6,6.137799564,0.091269425,25.7926607,0.362525981
RP11-536C5.2,ENSG00000225279.1,0.081781481,0.006186161,0,0
KCNJ9,ENSG00000162728.4,0.097549673,0.005995097,0.087176894,0.006540319
IGSF8,ENSG00000162729.13,51.14148148,1.16769307,140.4040824,2.5868904
ATP1A2,ENSG00000018625.14,47.11077952,2.21966538,2.72057964,0.301099442
ATP1A4,ENSG00000132681.16,0.522120044,0.041324085,3.04387964,0.197799099
CASQ1,ENSG00000143318.12,2.921958388,0.36900063,3.160509754,0.304301508
RP11-536C5.7,ENSG00000227741.1,1.582344009,0.034317463,0,0
PEA15,ENSG00000162734.12,255.2546841,3.56830813,375.0848513,6.062605188
DCAF8,ENSG00000132716.18,78.92601307,1.02430501,25.4620821,0.349291534
RP11-574F21.2,ENSG00000228606.1,1.911061656,0.046366615,0,0
RPSAP18,ENSG00000224261.2,0.846414815,0.022923902,0.977859186,0.025271487
PEX19,ENSG00000162735.18,63.70601307,1.016034273,66.9470678,0.874983737
COPA,ENSG00000122218.14,92.35503268,0.921518082,230.0905869,3.145541942
SUMO1P3,ENSG00000235082.2,0.58053878,0.02199626,3.29035142,0.137555865
Y_RNA,ENSG00000202078.1,1.636649455,0.061208029,0.306436174,0.081552032
NCSTN,ENSG00000162736.15,60.51418301,0.63978161,174.6882856,2.361146709
NHLH1,ENSG00000171786.5,0.329532898,0.01372862,0.395410795,0.012133122
RNU4-42P,ENSG00000201608.1,0.011300871,0.00379394,0.082178409,0.016877724
VANGL2,ENSG00000162738.5,11.17087712,0.48515659,35.69166155,1.064269907
SLAMF6,ENSG00000162739.13,1.535628976,0.076819726,8.039461932,0.384131115
RP11-528G1.2,ENSG00000234425.1,0.027525272,0.002831384,0,0
CD84,ENSG00000066294.14,2.704283007,0.167151153,9.347344318,0.39518063
SLAMF1,ENSG00000117090.14,1.035287364,0.079023079,2.950554356,0.124583109
SETP9,ENSG00000235101.1,0.045752723,0.004475027,0.050388258,0.003800187
RP11-404F10.2,ENSG00000228863.8,0.082772113,0.004503841,0,0
CD48,ENSG00000117091.9,2.087737037,0.081559827,7.005210511,0.25347569
SLAMF7,ENSG00000026751.16,3.023966013,0.220134698,14.8429857,0.592350739
RP11-404F10.6,ENSG00000275801.1,0.041251198,0.005468029,0,0
RP11-404F10.5,ENSG00000274562.1,0.006025054,0.001067666,0,0
LY9,ENSG00000122224.17,1.9500939,0.182638178,1.267365909,0.058717037
CD244,ENSG00000122223.12,0.475269281,0.019182819,1.095238731,0.04240363
RP11-312J18.3,ENSG00000226003.2,0.010029194,0.001723821,0,0
ITLN1,ENSG00000179914.4,0.753106972,0.111320827,0.136314015,0.016101509
RP11-312J18.5,ENSG00000213080.3,0.300315904,0.010595647,0,0
RP11-312J18.6,ENSG00000232188.1,0.02257451,0.003084863,0,0
RP11-544M22.1,ENSG00000198358.4,0.009725272,0.00103917,0,0
RP11-312J18.7,ENSG00000233691.2,0.016767102,0.00244234,0,0
ITLN2,ENSG00000158764.6,0.033748148,0.004757491,0.178823958,0.035264086
F11R,ENSG00000158769.17,48.79461874,0.74685713,116.2408154,1.602845361
RP11-544M22.3,ENSG00000232879.2,0.320227887,0.024675855,0,0
TSTD1,ENSG00000215845.10,72.82419826,2.440920812,167.8209354,3.313425279
USF1,ENSG00000158773.14,66.94169935,0.6673892,97.31598021,1.247665909
ARHGAP30,ENSG00000186517.13,10.2300305,0.296129638,22.49701998,0.550996447
NECTIN4,ENSG00000143217.8,24.67842418,1.270559789,93.10084432,2.030220746
RP11-544M22.8,ENSG00000228917.1,0.101210893,0.007527027,0,0
KLHDC9,ENSG00000162755.13,6.316011765,0.223024305,24.56225862,0.629921537
PFDN2,ENSG00000143256.4,106.8635294,1.777222952,278.4021497,5.700609537
NIT1,ENSG00000158793.13,27.04975381,0.295665555,31.57516193,0.418035355
DEDD,ENSG00000158796.16,42.13590414,0.406407555,47.98755331,0.571290843
ACA64,ENSG00000238934.1,0.074688017,0.008017827,0,0
UFC1,ENSG00000143222.11,79.46832244,0.830044883,217.3449449,2.875869816
RP11-297K8.2,ENSG00000224985.1,0.016171895,0.0055269,0,0
USP21,ENSG00000143258.15,31.11361656,0.520724111,41.80870417,0.599088934
PPOX,ENSG00000143224.17,24.52807407,0.478754763,17.09701373,0.282464699
B4GALT3,ENSG00000158850.14,39.46568627,0.607292062,73.15160871,1.184790992
ADAMTS4,ENSG00000158859.9,51.61117211,3.599156528,14.64491705,0.466778609
NDUFS2,ENSG00000158864.12,70.47712418,0.892708833,64.19825256,0.848836854
FCER1G,ENSG00000158869.10,58.44333115,2.556861979,130.3563627,2.697469871
APOA2,ENSG00000158874.11,1.200159695,0.750966308,0.443137405,0.151516691
TOMM40L,ENSG00000158882.14,10.27401743,0.128370693,15.74187926,0.243951746
MIR5187,ENSG00000284035.1,0.004889978,0.00245285,0.218749148,0.020738231
NR1I3,ENSG00000143257.11,0.348250763,0.012727705,0.718138447,0.020166526
PCP4L1,ENSG00000248485.1,2.12129281,0.075544913,5.682804924,0.571983104
MPZ,ENSG00000158887.15,26.08327669,3.023483759,6.933836742,2.402499562
SDHC,ENSG00000143252.14,11.76430719,0.102431353,171.1905791,2.234862587
RRM2P2,ENSG00000236484.2,0.052879521,0.004138975,0.11878589,0.006739326
RP11-122G18.12,ENSG00000283696.1,1.211997386,0.025341279,0,0
RNU6-481P,ENSG00000206921.1,0.197197821,0.015210526,0,0
RP11-122G18.10,ENSG00000283360.1,0.158788453,0.006659873,0,0
RP11-122G18.7,ENSG00000215840.3,0.307825054,0.010317804,0,0
RP11-122G18.9,ENSG00000277882.1,0.08527146,0.008250368,0,0
RP11-122G18.11,ENSG00000283317.1,1.759251852,0.046232186,0,0
FCGR2A,ENSG00000143226.13,11.51663834,0.50486558,20.47154706,0.394764458
HSPA6,ENSG00000173110.7,4.706827233,0.420759449,13.89799924,1.508125889
RPS23P10,ENSG00000224203.2,0.016857298,0.002414948,0.027960133,0.00480378
FCGR3A,ENSG00000203747.10,15.1365854,0.692999253,106.7396796,2.794341631
RP11-5K23.5,ENSG00000224515.1,0.003781264,0.001026983,0,0
FCGR2C,ENSG00000244682.7,7.401083224,0.321961422,3.631185511,0.154241032
HSPA7,ENSG00000225217.1,18.5415366,0.822966447,10.01938097,0.487333876
RPS23P9,ENSG00000231586.2,0.054220697,0.005559363,0.039014205,0.004998534
FCGR3B,ENSG00000162747.9,1.25806841,0.091974036,2.422605398,0.94905589
FCGR2B,ENSG00000072694.20,8.013540305,0.341756064,4.772866761,0.115443408
RP11-25K21.1,ENSG00000234211.2,0.157832244,0.009367575,0,0
RPL31P11,ENSG00000213075.7,0.076108932,0.004443431,0.114059375,0.004729219
Y_RNA,ENSG00000199595.1,0.001445752,0.001088738,0.306436174,0.081552032
FCRLA,ENSG00000132185.16,0.169407407,0.01735395,2.239102462,0.190097244
FCRLB,ENSG00000162746.14,0.963203704,0.025468403,10.74548873,1.52619944
RN7SL466P,ENSG00000241347.3,0.002911547,9.49E-04,0.067494792,0.015105092
DUSP12,ENSG00000081721.11,22.82389978,0.271954458,35.42123116,0.485809475
RP11-474I16.8,ENSG00000226889.3,0.34361939,0.012853415,0,0
ATF6,ENSG00000118217.5,18.4334793,0.232885266,54.6892608,0.821722149
RP11-456P18.2,ENSG00000229808.1,0.596819608,0.023891043,0,0
OLFML2B,ENSG00000162745.10,26.90236166,0.92282276,77.79232538,1.83420496
RP11-227F8.2,ENSG00000227818.1,0.012958388,0.002769125,0,0
NOS1AP,ENSG00000198929.12,1.653773203,0.073674123,3.334016761,0.120522686
MIR4654,ENSG00000266144.1,0.002296296,0.002296296,0.36106108,0.107869124
RP11-565P22.2,ENSG00000227094.1,0.103172767,0.009665586,0,0
RNA5SP61,ENSG00000252262.1,0.075621569,0.01041705,0.882729072,0.106714136
MIR556,ENSG00000207729.3,0.046359259,0.007473598,0.933294223,0.139544109
SPATA46,ENSG00000171722.12,0.579526797,0.03387721,1.512166193,0.116160392
C1orf226,ENSG00000239887.4,12.10035926,0.504356291,32.39787509,1.003506868
SH2D1B,ENSG00000198574.5,0.477594336,0.017922297,0.555464583,0.040918477
SLAMF6P1,ENSG00000227243.3,0.018305229,0.010355106,0.034766004,0.007156346
UHMK1,ENSG00000152332.15,22.81724401,0.317552179,95.25593589,1.6652577
UQCRBP2,ENSG00000227941.1,0.047469063,0.005343603,0.240889583,0.019672214
RP11-359K18.3,ENSG00000259788.1,0.012230937,0.002091587,0,0
UAP1,ENSG00000117143.13,94.01782135,3.255762681,135.2437014,2.080430298
RP11-359K18.4,ENSG00000272574.1,4.365978214,0.232607815,0,0
DDR2,ENSG00000162733.16,41.24401743,1.007356293,16.84656979,0.383502094
RN7SL861P,ENSG00000243173.3,0.299949455,0.019695205,0.201652083,0.056822536
HSD17B7,ENSG00000132196.13,9.296769063,0.32707103,12.26704773,0.255221319
CCDC190,ENSG00000185860.13,0.038429847,0.003678808,0.117299811,0.027931695
RP11-331H2.4,ENSG00000230739.1,0.003886928,9.12E-04,0,0
RP11-331H2.3,ENSG00000227667.1,0.001883442,9.51E-04,0,0
RGS4,ENSG00000117152.13,0.927313508,0.076319549,10.41387708,0.43771595
RGS5,ENSG00000143248.12,101.9353595,3.665209399,98.50538684,9.121670277
RP11-267N12.1,ENSG00000232892.1,0.014256645,0.001103099,0,0
RP11-267N12.2,ENSG00000225755.2,0.016593246,0.00160007,0,0
RGS5,ENSG00000232995.7,0.64177037,0.017702722,98.50538684,9.121670277
RP11-77M5.1,ENSG00000237756.1,0.107525054,0.007810845,0,0
NUF2,ENSG00000143228.12,0.6960061,0.041377053,20.01180388,0.640755991
RP11-408E1.1,ENSG00000225122.1,0.001815251,6.33E-04,0,0
RNA5SP62,ENSG00000200327.1,0.001280174,9.05E-04,0.006646496,0.004140498
RNA5SP63,ENSG00000212527.1,0,0,0.009512311,0.005003456
RP4-640E24.1,ENSG00000228289.1,0.014002397,0.003358635,0,0
U3,ENSG00000212538.2,0,0,1.382851705,0.25311693
NMNAT1P2,ENSG00000225719.2,7.88E-04,6.54E-04,0.003899621,0.001946137
RNU5F-6P,ENSG00000199849.1,0,0,0.011897822,0.007736097
HMGB3P6,ENSG00000213070.3,0.014978867,0.002043866,0.14320322,0.007214831
PBX1,ENSG00000185630.18,27.6253159,0.605844257,65.93397159,1.708243661
RNU6-171P,ENSG00000207082.1,0.092059913,0.011604217,3.773629735,1.068749578
RP11-477H21.2,ENSG00000269887.1,2.926352505,0.109823498,0,0
Metazoa_SRP,ENSG00000276359.1,0.049189542,0.006481632,0.879588636,0.03444896
RP11-506O24.1,ENSG00000233693.1,0.063543791,0.004356182,0,0
RP11-506O24.2,ENSG00000271917.1,0.096887364,0.006801752,0,0
Y_RNA,ENSG00000201987.1,0.002158824,0.001593094,0.306436174,0.081552032
RP11-403P14.1,ENSG00000225487.2,0.051888889,0.005645463,0,0
RNU6-755P,ENSG00000201270.1,0,0,0.007325189,0.003806038
LMX1A,ENSG00000162761.14,0.457796514,0.024917233,0.193437121,0.02194896
RP11-38C18.2,ENSG00000224702.1,0.029940523,0.00354104,0,0
RP11-38C18.3,ENSG00000238022.1,0.01433573,0.004628461,0,0
RXRG,ENSG00000143171.12,2.059169499,0.093506861,0.503343561,0.04844233
RP11-280O1.2,ENSG00000237463.5,0.009198257,0.0022957,0,0
RP11-541H12.1,ENSG00000230748.1,0.002469717,8.24E-04,0,0
LRRC52,ENSG00000162763.3,0.039138126,0.011589958,0.188438258,0.036119158
RP11-306I1.1,ENSG00000237783.2,0.009820479,0.001996472,0,0
RP11-306I1.2,ENSG00000236206.1,0.029336601,0.003217947,0,0
MGST3,ENSG00000143198.12,54.03888889,0.936251373,46.37411212,0.787079311
ALDH9A1,ENSG00000143149.12,83.13701525,1.017951604,148.7567863,2.212658855
RP11-466F5.3,ENSG00000230175.1,0.194007407,0.010128566,0,0
RP11-466F5.4,ENSG00000225272.2,0.079005229,0.006584243,0,0
RP11-466F5.6,ENSG00000215838.4,0.118786928,0.004802745,0,0
RP11-466F5.10,ENSG00000273365.1,0.259828976,0.011904308,0,0
TMCO1,ENSG00000143183.16,26.26860566,0.307575843,116.7548484,1.465470772
RP11-466F5.8,ENSG00000224358.1,0.279610893,0.010109197,0,0
RP11-466F5.9,ENSG00000230659.3,0.052206536,0.004190664,0,0
UCK2,ENSG00000143179.14,13.01596732,0.281670328,22.59330691,0.425736398
RP11-525G13.2,ENSG00000236364.3,1.094592593,0.036048394,0,0
RP11-7G12.2,ENSG00000271527.1,0.010480174,0.001944999,0,0
RP11-7G12.1,ENSG00000226292.1,0.034138344,0.002766109,0,0
RNA5SP64,ENSG00000207341.1,6.26E-04,6.26E-04,0.012894792,0.004170452
FAM78B,ENSG00000188859.6,1.791925054,0.070445261,1.872180492,0.093148481
RP11-375H19.2,ENSG00000203307.2,0.254537908,0.011780846,0,0
RP11-9L18.3,ENSG00000230898.1,0.031066667,0.003303092,0,0
MIR921,ENSG00000215952.1,0.001407407,0.001407407,0.316572538,0.106311767
RP11-9L18.2,ENSG00000215835.2,0.339085403,0.008713673,0,0
RP11-479J7.2,ENSG00000229588.1,0.122669717,0.016633364,0,0
RP11-479J7.1,ENSG00000225325.1,2.85E-04,2.01E-04,0,0
FMO7P,ENSG00000230231.1,0.003641176,0.001011636,0.038941193,0.004564437
LINC01675,ENSG00000234142.1,0.0153,0.002441186,0.053455398,0.00483306
FMO8P,ENSG00000238087.3,0.001536383,3.82E-04,0.04387983,0.005866878
FMO9P,ENSG00000215834.9,0.002832898,4.47E-04,0.192868939,0.016544153
FMO10P,ENSG00000234984.1,3.74E-04,1.68E-04,0.028889299,0.020746009
RPL4P2,ENSG00000232341.2,0.181604793,0.006759685,0.338248295,0.010797084
FMO11P,ENSG00000232148.1,4.34E-04,1.93E-04,0.006459186,0.003091586
CNN2P10,ENSG00000232223.1,0.002186275,7.59E-04,0.011638826,0.005177677
POGK,ENSG00000143157.11,15.04076035,0.19487432,56.10308826,0.82966391
TADA1,ENSG00000152382.5,9.847106754,0.1566347,27.35232292,0.348598616
DUTP6,ENSG00000225171.2,3.712625272,0.103724428,3.197644981,0.08564631
ILDR2,ENSG00000143195.12,0.059384096,0.003148987,0.535108617,0.024137712
MAEL,ENSG00000143194.12,0.191312854,0.053440134,2.362127083,0.567899015
RNA5SP65,ENSG00000200036.1,0.00228061,0.001328733,0.02800303,0.007568935
RP11-102C16.3,ENSG00000227907.1,0.024806754,0.009612759,0,0
GPA33,ENSG00000143167.11,0.554847495,0.445365646,0.426412689,0.017585917
DUSP27,ENSG00000198842.9,0.160704793,0.026339315,0,0
RP11-277B15.1,ENSG00000213068.3,0.010567102,0.001808872,0,0
LINC01363,ENSG00000231605.5,0.010260784,0.002193539,0.031223864,0.007360336
RP11-277B15.3,ENSG00000272205.1,1.385495643,0.047495597,0,0
POU2F1,ENSG00000143190.21,6.792093682,0.125442348,10.4957178,0.150283305
RP11-52A20.2,ENSG00000272033.1,0.351394771,0.021458377,0,0
CD247,ENSG00000198821.10,2.231576471,0.092934008,5.452675284,0.216353045
RP11-104L21.2,ENSG00000233411.1,0.662129412,0.022294878,0,0
RP11-104L21.3,ENSG00000273160.1,0.736254031,0.024786917,0,0
AKR1D1P1,ENSG00000227776.1,0.013246187,0.001843756,0.023506818,0.003393044
CREG1,ENSG00000143162.7,110.1611329,1.348564735,151.4016435,2.154915206
RP3-455J7.3,ENSG00000231029.2,0.010942919,0.002094022,0,0
RP3-455J7.4,ENSG00000241666.2,0.132891285,0.005484418,0,0
RCSD1,ENSG00000198771.10,8.841986928,0.145177502,10.10601468,0.363445069
MPZL1,ENSG00000197965.11,59.5662963,1.040540144,117.7025215,1.74238824
ADCY10,ENSG00000143199.17,0.17551634,0.008324686,0.399432197,0.026272659
RP1-313L4.4,ENSG00000250762.1,0.087645098,0.007714645,0,0
RP1-313L4.3,ENSG00000232194.1,0.122174292,0.008032387,0,0
MPC2,ENSG00000143158.10,36.52915033,0.75573149,95.46338248,2.218811312
DCAF6,ENSG00000143164.15,31.51808279,0.302828391,72.92541581,1.169376197
MIR1255B2,ENSG00000221545.1,0.001976253,0.001441289,0.334068371,0.093356236
GCSHP5,ENSG00000224837.1,0.50670719,0.022762721,0.463855587,0.020331158
GPR161,ENSG00000143147.14,3.861782353,0.070945439,6.095774242,0.236648112
TIPRL,ENSG00000143155.12,22.78147059,0.245564133,79.62491184,0.998306475
RPL34P1,ENSG00000237049.1,0.044689978,0.0046396,0.081417045,0.00849601
RP1-69E11.3,ENSG00000237131.1,0.001286275,6.54E-04,0,0
SFT2D2,ENSG00000213064.9,16.73123965,0.351552818,34.03511932,0.932392074
RNU6-1310P,ENSG00000206880.1,0.018948584,0.005789034,0.322553598,0.086913609
TBX19,ENSG00000143178.12,5.282606754,0.181587899,3.837950379,0.121595008
RP5-1059H15.1,ENSG00000227722.2,0.009302832,0.001020559,0,0
MIR557,ENSG00000207974.1,7.31E-04,7.31E-04,0.025880492,0.007986321
RP5-968D22.3,ENSG00000228697.2,0.005264488,8.11E-04,0,0
RP5-968D22.1,ENSG00000283255.1,0,0,0,0
QRSL1P1,ENSG00000215833.3,0.006773203,0.001323815,0.012533523,0.002531887
